  150    /SI:10 photon emissivity coefficients/
--------------------------------------------------------------------------------
    4    2    2    1    2    2    4    3    4    2    2    1    2    1
--------------------------------------------------------------------------------
//#00/p00/ 00/p01/ 01/p02/ 02/p03/ 03/p04/ 04/p05/ 05/p06/ 06/p07/ 07/p08/ 08/
      p09/ 09/p10/ 10/p11/ 11/p12/ 12/p13/ 13/p14/ 14/p15/ 15/p16/ 16/p17/ 17/
      p18/ 18/p19/ 19/p20/ 20/p21/ 21/p22/ 22/p23/ 23/p24/ 24/p25/ 25/p26/ 26/
      p27/ 27/p28/ 28/p29/ 29/p30/ 30/p31/ 31/
--------------------------------------------------------------------------------
  30.3313   24  24 /pl=00:ss=10:pb= 1:sz=10/type=EXCIT/ispb = 1/isel =    1
 1.95E+08 1.95E+09 1.95E+10 1.95E+11 1.95E+12 1.95E+13 5.85E+13 1.95E+14
 5.85E+14 1.95E+15 5.85E+15 1.95E+16 5.85E+16 1.95E+17 5.85E+17 1.95E+18
 5.85E+18 1.95E+19 5.85E+19 1.95E+20 5.85E+20 1.95E+21 5.85E+21 1.95E+22
 5.21E+00 7.30E+00 1.04E+01 1.56E+01 2.09E+01 3.13E+01 5.21E+01 7.30E+01
 1.04E+02 1.56E+02 2.09E+02 3.13E+02 5.21E+02 7.30E+02 1.04E+03 1.56E+03
 2.09E+03 3.13E+03 5.21E+03 7.30E+03 1.04E+04 1.56E+04 2.09E+04 3.13E+04
 1.00E-74 1.22E-35 2.07E-28 8.44E-23 5.26E-20 3.18E-17 5.28E-15 4.73E-14
 2.45E-13 8.90E-13 1.72E-12 3.36E-12 5.82E-12 7.40E-12 8.87E-12 1.02E-11
 1.08E-11 1.14E-11 1.17E-11 1.18E-11 1.18E-11 1.17E-11 1.16E-11 1.14E-11
 1.00E-74 1.22E-35 2.07E-28 8.44E-23 5.26E-20 3.18E-17 5.28E-15 4.73E-14
 2.45E-13 8.90E-13 1.72E-12 3.36E-12 5.82E-12 7.40E-12 8.87E-12 1.02E-11
 1.08E-11 1.14E-11 1.17E-11 1.18E-11 1.18E-11 1.17E-11 1.16E-11 1.14E-11
